"","PD","SR","cellid"
"16550",2832.0803536026,31,"16550"
"16551",559.451086052,3,"16551"
"16552",214.4669065753,1,"16552"
"16553",214.4669065753,1,"16553"
"16554",214.4669065753,1,"16554"
"16555",214.4669065753,1,"16555"
"16556",214.4669065753,1,"16556"
"16557",214.4669065753,1,"16557"
"16558",214.4669065753,1,"16558"
"16559",214.4669065753,1,"16559"
"16560",428.933814145,2,"16560"
"16561",428.933814145,2,"16561"
"16562",214.4669065753,1,"16562"
"16563",214.4669065753,1,"16563"
"16564",214.4669065753,1,"16564"
"16565",214.4669065753,1,"16565"
"16566",214.4669065753,1,"16566"
"16567",1901.5730946087,23,"16567"
"16568",2122.01469639587,27,"16568"
"16569",851.7549721313,6,"16569"
"16581",2287.82485846103,24,"16581"
"16585",1714.42004194363,15,"16585"
"16586",666.15735444903,4,"16586"
"16604",2733.98325502221,30,"16604"
"16605",1692.13572852791,18,"16605"
"16606",2497.68271368114,24,"16606"
"16607",2139.43398002322,23,"16607"
"16608",214.4669065753,1,"16608"
"16609",214.4669065753,1,"16609"
"16610",214.4669065753,1,"16610"
"16611",214.4669065753,1,"16611"
"16612",214.4669065753,1,"16612"
"16667",214.4669065753,1,"16667"
"16668",214.4669065753,1,"16668"
"16669",214.4669065753,1,"16669"
"16670",214.4669065753,1,"16670"
"16671",559.4510870504,3,"16671"
"16672",2138.3798116059,19,"16672"
"16673",2179.8883717981,21,"16673"
"16678",2061.2820025433,17,"16678"
"16679",2521.2105982138,26,"16679"
"16680",2633.6627108728,29,"16680"
"16681",2063.8706046363,17,"16681"
"16682",2074.3961234109,21,"16682"
"16683",214.4669065753,1,"16683"
"16684",214.4669065753,1,"16684"
"16685",214.4669065753,1,"16685"
"16686",214.4669065753,1,"16686"
"16687",214.4669065753,1,"16687"
"16688",214.4669065753,1,"16688"
"16689",214.4669065753,1,"16689"
"16690",214.4669065753,1,"16690"
"16691",214.4669065753,1,"16691"
"16692",428.933814145,2,"16692"
"16693",214.4669065753,1,"16693"
"16694",214.4669065753,1,"16694"
"16695",214.4669065753,1,"16695"
"16696",214.4669065753,1,"16696"
"16697",214.4669065753,1,"16697"
"16698",1303.754582781,14,"16698"
"16699",1901.5730946087,23,"16699"
"16700",2399.78259072817,28,"16700"
"16708",1954.4886581653,19,"16708"
"16711",1964.6840962603,19,"16711"
"16712",1850.80669081233,18,"16712"
"16716",1928.88695051983,16,"16716"
"16717",1493.16232265363,13,"16717"
"16736",2897.32162275231,32,"16736"
"16737",1124.05500762021,13,"16737"
"16738",3269.71705033555,36,"16738"
"16739",835.91237157371,6,"16739"
"16740",214.4669065753,1,"16740"
"16741",287.7995571953,3,"16741"
"16742",214.4669065753,1,"16742"
"16743",214.4669065753,1,"16743"
"16798",214.4669065753,1,"16798"
"16799",214.4669065753,1,"16799"
"16800",214.4669065753,1,"16800"
"16801",214.4669065753,1,"16801"
"16802",1848.2632133616,18,"16802"
"16803",2026.8476494151,19,"16803"
"16809",782.4047887703,6,"16809"
"16810",2061.2820025433,17,"16810"
"16811",2063.8706046363,17,"16811"
"16812",2800.1651004656,29,"16812"
"16813",214.4669065753,1,"16813"
"16814",214.4669065753,1,"16814"
"16815",214.4669065753,1,"16815"
"16816",214.4669065753,1,"16816"
"16817",214.4669065753,1,"16817"
"16818",214.4669065753,1,"16818"
"16819",214.4669065753,1,"16819"
"16820",214.4669065753,1,"16820"
"16821",214.4669065753,1,"16821"
"16822",428.933814145,2,"16822"
"16823",428.933814145,2,"16823"
"16824",428.933814145,2,"16824"
"16825",214.4669065753,1,"16825"
"16826",214.4669065753,1,"16826"
"16827",214.4669065753,1,"16827"
"16828",214.4669065753,1,"16828"
"16829",1671.37517825325,18,"16829"
"16830",1743.69238925317,21,"16830"
"16831",2165.6132348113,22,"16831"
"16838",2199.9267992083,25,"16838"
"16839",2081.6175363473,22,"16839"
"16841",1859.9738172333,18,"16841"
"16842",2082.6132420573,21,"16842"
"16843",2058.88430592385,22,"16843"
"16847",1707.62923122983,14,"16847"
"16866",1990.0938381937,19,"16866"
"16867",1686.16127748521,17,"16867"
"16868",1820.21240537894,20,"16868"
"16869",3252.28140687782,39,"16869"
"16870",755.86029266862,6,"16870"
"16871",630.84944267201,5,"16871"
"16872",214.4669065753,1,"16872"
"16873",214.4669065753,1,"16873"
"16931",214.4669065753,1,"16931"
"16932",214.4669065753,1,"16932"
"16933",1528.8251362176,15,"16933"
"16934",2133.9946855019,18,"16934"
"16935",541.0043636233,3,"16935"
"16944",2602.3930132349,26,"16944"
"16945",214.4669065753,1,"16945"
"16946",214.4669065753,1,"16946"
"16947",214.4669065753,1,"16947"
"16948",335.2510993403,2,"16948"
"16949",214.4669065753,1,"16949"
"16950",214.4669065753,1,"16950"
"16951",214.4669065753,1,"16951"
"16952",214.4669065753,1,"16952"
"16953",214.4669065753,1,"16953"
"16954",428.933814145,2,"16954"
"16955",428.933814145,2,"16955"
"16956",428.933814145,2,"16956"
"16957",214.4669065753,1,"16957"
"16958",214.4669065753,1,"16958"
"16959",214.4669065753,1,"16959"
"16960",214.4669065753,1,"16960"
"16961",1728.04848813285,22,"16961"
"16962",214.4669065753,1,"16962"
"16963",1997.4196386113,21,"16963"
"16969",2199.9267992083,25,"16969"
"16970",2081.6175363473,22,"16970"
"16971",1943.5517443973,19,"16971"
"16972",1859.9738172333,18,"16972"
"16973",2082.6132420573,21,"16973"
"16974",2139.7255068473,22,"16974"
"16998",1994.7417726388,19,"16998"
"16999",1742.53466458821,18,"16999"
"17000",3346.46093796354,36,"17000"
"17001",3302.97688480182,37,"17001"
"17002",1701.44941923222,20,"17002"
"17003",1058.21933767831,9,"17003"
"17004",214.4669065753,1,"17004"
"17062",214.4669065753,1,"17062"
"17063",1278.9586535966,12,"17063"
"17064",2121.8442232196,21,"17064"
"17074",2043.9048853203,17,"17074"
"17075",2480.6899190199,25,"17075"
"17076",214.4669065753,1,"17076"
"17077",214.4669065753,1,"17077"
"17078",335.2510993403,2,"17078"
"17079",214.4669065753,1,"17079"
"17080",214.4669065753,1,"17080"
"17081",214.4669065753,1,"17081"
"17082",214.4669065753,1,"17082"
"17083",214.4669065753,1,"17083"
"17084",214.4669065753,1,"17084"
"17085",428.933814145,2,"17085"
"17086",428.933814145,2,"17086"
"17087",428.933814145,2,"17087"
"17088",214.4669065753,1,"17088"
"17089",214.4669065753,1,"17089"
"17090",214.4669065753,1,"17090"
"17091",1506.27626640585,16,"17091"
"17092",1080.4642345163,11,"17092"
"17093",1731.2898652843,18,"17093"
"17094",428.9338141443,2,"17094"
"17099",2219.2529603893,26,"17099"
"17100",2199.9267992083,25,"17100"
"17101",1821.1578923073,19,"17101"
"17102",1859.9738172333,18,"17102"
"17103",1711.2786675463,17,"17103"
"17104",1319.2273430403,10,"17104"
"17105",2172.30947008385,24,"17105"
"17128",1871.6504754888,15,"17128"
"17129",1123.70982052521,9,"17129"
"17130",2704.69403683251,28,"17130"
"17131",3475.63914090532,39,"17131"
"17132",3302.97688480182,37,"17132"
"17133",2568.81143332722,29,"17133"
"17134",343.0498844753,2,"17134"
"17135",214.4669065753,1,"17135"
"17194",214.4669065753,1,"17194"
"17195",2043.7566234966,19,"17195"
"17206",2116.4580445133,18,"17206"
"17207",1909.3450121443,19,"17207"
"17208",214.4669065753,1,"17208"
"17209",214.4669065753,1,"17209"
"17210",335.2510993403,2,"17210"
"17211",214.4669065753,1,"17211"
"17212",214.4669065753,1,"17212"
"17213",214.4669065753,1,"17213"
"17214",214.4669065753,1,"17214"
"17215",214.4669065753,1,"17215"
"17216",214.4669065753,1,"17216"
"17217",428.933814145,2,"17217"
"17218",428.933814145,2,"17218"
"17219",428.933814145,2,"17219"
"17220",214.4669065753,1,"17220"
"17221",214.4669065753,1,"17221"
"17222",214.4669065753,1,"17222"
"17223",1449.96336703585,15,"17223"
"17224",214.4669065753,1,"17224"
"17225",1997.4196386113,21,"17225"
"17227",1914.73715417685,21,"17227"
"17230",2228.54279373085,27,"17230"
"17231",1781.16671361485,23,"17231"
"17233",1859.9738172333,18,"17233"
"17234",1362.9011032953,12,"17234"
"17235",889.4172190693,6,"17235"
"17236",897.0021088613,8,"17236"
"17237",1516.7043307143,13,"17237"
"17259",1742.3887798088,13,"17259"
"17260",1324.2959665915,10,"17260"
"17261",2536.41407541651,25,"17261"
"17262",3033.39731104001,31,"17262"
"17263",3457.45886199032,38,"17263"
"17264",3075.87249320782,35,"17264"
"17265",2634.93973741462,29,"17265"
"17266",214.4669065753,1,"17266"
"17325",1906.0976083133,18,"17325"
"17337",2012.5710040233,17,"17337"
"17338",428.9338141443,2,"17338"
"17339",214.4669065753,1,"17339"
"17340",214.4669065753,1,"17340"
"17341",214.4669065753,1,"17341"
"17342",214.4669065753,1,"17342"
"17343",214.4669065753,1,"17343"
"17344",214.4669065753,1,"17344"
"17345",214.4669065753,1,"17345"
"17346",214.4669065753,1,"17346"
"17347",214.4669065753,1,"17347"
"17348",428.933814145,2,"17348"
"17349",428.933814145,2,"17349"
"17350",428.933814145,2,"17350"
"17351",1003.01286617185,7,"17351"
"17352",214.4669065753,1,"17352"
"17353",214.4669065753,1,"17353"
"17354",214.4669065753,1,"17354"
"17355",512.5117433173,3,"17355"
"17356",2205.56351803985,28,"17356"
"17357",2169.27819755085,26,"17357"
"17358",1981.18407637385,23,"17358"
"17359",1914.73715417685,21,"17359"
"17361",2248.70484328085,28,"17361"
"17362",1107.23940800585,16,"17362"
"17364",2154.02019158985,26,"17364"
"17365",1997.6948764023,20,"17365"
"17366",1803.6609178633,17,"17366"
"17367",1841.5637880433,18,"17367"
"17390",2020.3456251698,16,"17390"
"17391",1270.6610978533,9,"17391"
"17392",2573.39393144651,25,"17392"
"17393",2771.70708616801,26,"17393"
"17394",3114.31332354561,33,"17394"
"17395",3104.52912565952,35,"17395"
"17396",1365.0573873044,15,"17396"
"17456",1408.5707731213,15,"17456"
"17457",588.7509489454,4,"17457"
"17469",2040.275690579,21,"17469"
"17470",214.4669065753,1,"17470"
"17471",214.4669065753,1,"17471"
"17472",214.4669065753,1,"17472"
"17473",214.4669065753,1,"17473"
"17474",214.4669065753,1,"17474"
"17475",214.4669065753,1,"17475"
"17476",214.4669065753,1,"17476"
"17477",214.4669065753,1,"17477"
"17478",214.4669065753,1,"17478"
"17479",428.933814145,2,"17479"
"17480",512.511742312,3,"17480"
"17481",512.511742312,3,"17481"
"17482",1175.48176809555,10,"17482"
"17483",214.4669065753,1,"17483"
"17484",214.4669065753,1,"17484"
"17485",214.4669065753,1,"17485"
"17486",1061.0211366513,9,"17486"
"17487",2190.21810184985,27,"17487"
"17488",2219.45324862785,27,"17488"
"17489",2169.27819755085,26,"17489"
"17490",2130.77569748385,26,"17490"
"17491",2130.77569748385,26,"17491"
"17492",2248.70484328085,28,"17492"
"17493",1136.69129089685,18,"17493"
"17494",214.466907579,1,"17494"
"17495",2154.02019158985,26,"17495"
"17496",2025.8930478823,22,"17496"
"17497",1925.1417172083,19,"17497"
"17498",1803.6609178633,17,"17498"
"17499",1803.6609178633,17,"17499"
"17521",407.520557171,2,"17521"
"17522",1952.8391091998,15,"17522"
"17523",1998.5672286908,17,"17523"
"17524",2080.4460919205,17,"17524"
"17525",2431.9171238063,22,"17525"
"17526",2121.7513770276,18,"17526"
"17527",2945.90202863742,36,"17527"
"17587",1802.2105688323,17,"17587"
"17599",1281.6138473623,12,"17599"
"17600",1318.0042947343,13,"17600"
"17601",214.4669065753,1,"17601"
"17602",214.4669065753,1,"17602"
"17603",214.4669065753,1,"17603"
"17604",214.4669065753,1,"17604"
"17605",214.4669065753,1,"17605"
"17606",214.4669065753,1,"17606"
"17607",214.4669065753,1,"17607"
"17608",214.4669065753,1,"17608"
"17609",214.4669065753,1,"17609"
"17610",428.933814145,2,"17610"
"17611",512.511742312,3,"17611"
"17612",1175.48176809555,10,"17612"
"17613",1175.48176809555,10,"17613"
"17614",214.4669065753,1,"17614"
"17615",214.4669065753,1,"17615"
"17616",214.4669065753,1,"17616"
"17617",2166.17006505085,26,"17617"
"17618",2185.31405826085,26,"17618"
"17619",2169.27819755085,26,"17619"
"17620",2192.39194391085,27,"17620"
"17621",2130.77569748385,26,"17621"
"17622",2187.08859685385,27,"17622"
"17623",2253.60888686985,29,"17623"
"17624",2174.18224113985,27,"17624"
"17625",2154.02019158985,26,"17625"
"17626",2111.62130618985,25,"17626"
"17627",1997.6948764023,20,"17627"
"17628",1742.0446714363,16,"17628"
"17629",1803.6609178633,17,"17629"
"17652",1952.8391091998,15,"17652"
"17653",1835.7219903488,15,"17653"
"17654",1912.8828349415,16,"17654"
"17655",1109.9465944433,7,"17655"
"17656",1903.354666899,15,"17656"
"17657",1772.2284302647,14,"17657"
"17658",1586.72459871301,23,"17658"
"17718",1408.5707731213,15,"17718"
"17731",1471.89838425,14,"17731"
"17732",1127.7366260905,10,"17732"
"17733",428.9338141443,2,"17733"
"17734",214.4669065753,1,"17734"
"17735",214.4669065753,1,"17735"
"17736",214.4669065753,1,"17736"
"17737",214.4669065753,1,"17737"
"17738",214.4669065753,1,"17738"
"17739",214.4669065753,1,"17739"
"17740",214.4669065753,1,"17740"
"17741",214.4669065753,1,"17741"
"17742",512.511742312,3,"17742"
"17743",1249.68614063025,10,"17743"
"17744",1175.48176809555,10,"17744"
"17745",214.4669065753,1,"17745"
"17746",214.4669065753,1,"17746"
"17747",214.4669065753,1,"17747"
"17748",214.4669065753,1,"17748"
"17749",2166.17006505085,26,"17749"
"17751",2112.16593276085,25,"17751"
"17752",1701.05152347385,22,"17752"
"17753",1878.34894881785,23,"17753"
"17754",2253.60888686985,29,"17754"
"17755",2025.48709345985,26,"17755"
"17756",2117.06997634985,26,"17756"
"17757",2154.02019158985,26,"17757"
"17758",2025.8930478823,22,"17758"
"17783",1474.2870024966,11,"17783"
"17784",1804.1439595188,14,"17784"
"17785",1782.3655630398,15,"17785"
"17786",1027.4644859772,7,"17786"
"17787",1065.955328311,6,"17787"
"17788",1932.6545268022,16,"17788"
"17789",1934.98935978531,26,"17789"
"17790",214.466907549,1,"17790"
"17848",1198.4323827173,13,"17848"
"17861",452.6217781143,3,"17861"
"17862",1464.3492860085,16,"17862"
"17863",1390.6937252324,15,"17863"
"17864",428.9338141443,2,"17864"
"17865",214.4669065753,1,"17865"
"17866",214.4669065753,1,"17866"
"17867",214.4669065753,1,"17867"
"17868",428.93381415,2,"17868"
"17869",428.93381415,2,"17869"
"17870",214.4669065753,1,"17870"
"17871",214.4669065753,1,"17871"
"17872",214.4669065753,1,"17872"
"17873",1017.06361520055,7,"17873"
"17874",1305.99904000025,11,"17874"
"17875",1091.90383992855,9,"17875"
"17876",214.4669065753,1,"17876"
"17877",214.4669065753,1,"17877"
"17878",214.4669065753,1,"17878"
"17879",2166.17006505085,26,"17879"
"17882",2112.16593276085,25,"17882"
"17883",1534.1893554713,17,"17883"
"17884",1041.16928670985,13,"17884"
"17885",1726.80616002285,23,"17885"
"17886",2174.18224113985,27,"17886"
"17887",2117.06997634985,26,"17887"
"17888",2025.8930478823,22,"17888"
"17889",1936.0786299753,19,"17889"
"17914",1474.2870024966,11,"17914"
"17915",1742.3887798088,13,"17915"
"17916",995.8864551472,6,"17916"
"17917",439.1381408203,3,"17917"
"17918",439.1381408203,3,"17918"
"17919",1772.2284302647,14,"17919"
"17920",1662.01248508261,22,"17920"
"17979",214.4669075744,1,"17979"
"17980",1202.8175088213,14,"17980"
"17993",1180.9210190323,10,"17993"
"17994",1542.2306499944,17,"17994"
"17995",1253.2004187794,14,"17995"
"17996",214.4669065753,1,"17996"
"17997",214.4669065753,1,"17997"
"17998",214.4669065753,1,"17998"
"17999",214.4669065753,1,"17999"
"18000",428.93381415,2,"18000"
"18001",428.93381415,2,"18001"
"18002",214.4669065753,1,"18002"
"18003",214.4669065753,1,"18003"
"18004",428.933814145,2,"18004"
"18005",1147.58088710525,8,"18005"
"18006",1249.68614063025,10,"18006"
"18007",428.933814145,2,"18007"
"18008",214.4669065753,1,"18008"
"18009",214.4669065753,1,"18009"
"18010",428.9338141493,2,"18010"
"18011",2091.90041251085,24,"18011"
"18014",2112.16593276085,25,"18014"
"18015",760.7750320573,6,"18015"
"18016",1647.9891485413,21,"18016"
"18017",2174.18224113985,27,"18017"
"18018",2117.06997634985,26,"18018"
"18019",1936.0786299753,19,"18019"
"18020",1997.6948764023,20,"18020"
"18021",546.304494949,3,"18021"
"18022",214.466908577,1,"18022"
"18045",1070.1979773803,7,"18045"
"18046",1474.2870024966,11,"18046"
"18047",1742.3887798088,13,"18047"
"18048",653.605048392,4,"18048"
"18049",579.0178667962,4,"18049"
"18050",733.2380724412,6,"18050"
"18051",1917.65557798091,24,"18051"
"18052",1012.7462087784,15,"18052"
"18109",214.4669075744,1,"18109"
"18110",1099.3352749213,13,"18110"
"18124",1151.0060797543,10,"18124"
"18125",1560.9249206754,17,"18125"
"18126",1255.1044004394,15,"18126"
"18127",428.9338151513,2,"18127"
"18128",214.4669065753,1,"18128"
"18129",214.4669065753,1,"18129"
"18130",428.93381415,2,"18130"
"18131",428.93381415,2,"18131"
"18132",214.4669065753,1,"18132"
"18133",214.4669065753,1,"18133"
"18134",214.4669065753,1,"18134"
"18135",428.933814145,2,"18135"
"18136",643.0290142167,4,"18136"
"18137",428.933814145,2,"18137"
"18138",214.4669065753,1,"18138"
"18139",214.4669065753,1,"18139"
"18141",2096.80445609985,25,"18141"
"18144",2112.16593276085,25,"18144"
"18145",1527.79274635485,19,"18145"
"18146",1823.1436094713,24,"18146"
"18147",2174.18224113985,27,"18147"
"18148",2019.7769142773,22,"18148"
"18149",1934.68788167985,20,"18149"
"18150",1936.0786299753,19,"18150"
"18151",1672.6799775723,16,"18151"
"18152",428.933815169,2,"18152"
"18153",428.933815169,2,"18153"
"18154",214.466906592,1,"18154"
"18155",214.466906592,1,"18155"
"18176",1070.1979773803,7,"18176"
"18179",759.97311712748,8,"18179"
"18180",573.1239310579,5,"18180"
"18181",1278.1078957377,12,"18181"
"18182",1808.01377621541,22,"18182"
"18183",599.443381776,16,"18183"
"18240",214.4669075744,1,"18240"
"18241",214.4669075744,1,"18241"
"18242",1091.0291380363,11,"18242"
"18256",1044.1916610433,8,"18256"
"18257",917.124786646,8,"18257"
"18258",848.1176299621,11,"18258"
"18259",619.5706525021,9,"18259"
"18261",217.0186614722,2,"18261"
"18262",588.4411892101,9,"18262"
"18263",214.4669075747,1,"18263"
"18266",214.4669075697,1,"18266"
"18267",428.5621076414,3,"18267"
"18268",344.9841794744,2,"18268"
"18269",214.4669075697,1,"18269"
"18273",2078.61302094355,26,"18273"
"18274",1648.69310807355,20,"18274"
"18276",2112.16593276085,25,"18276"
"18277",2117.06997634985,26,"18277"
"18278",2174.18224113985,27,"18278"
"18279",1976.4547292793,20,"18279"
"18280",1996.70419005885,22,"18280"
"18283",428.933815169,2,"18283"
"18284",428.933815169,2,"18284"
"18285",214.466906592,1,"18285"
"18286",214.466906592,1,"18286"
"18310",659.0856120927,5,"18310"
"18311",644.71157619078,7,"18311"
"18312",485.3429074559,5,"18312"
"18313",1462.61696339391,21,"18313"
"18314",1282.6262493503,22,"18314"
"18315",512.755055205,14,"18315"
"18371",214.4669075744,1,"18371"
"18372",1094.9501488173,12,"18372"
"18387",648.248389998,6,"18387"
"18388",648.248389998,6,"18388"
"18389",619.5706525021,9,"18389"
"18390",619.5706525021,9,"18390"
"18391",472.8092388501,6,"18391"
"18392",571.1150071301,8,"18392"
"18393",214.4669075747,1,"18393"
"18394",214.4669075747,1,"18394"
"18397",214.4669075697,1,"18397"
"18398",428.5621076414,3,"18398"
"18399",214.4669075697,1,"18399"
"18403",1892.01500307355,24,"18403"
"18404",1684.65989051355,22,"18404"
"18405",1711.19406492045,23,"18405"
"18407",2112.16593276085,25,"18407"
"18408",2117.06997634985,26,"18408"
"18409",1933.8344402073,18,"18409"
"18410",1957.1285680983,19,"18410"
"18413",428.933815169,2,"18413"
"18414",428.933815169,2,"18414"
"18415",428.933815169,2,"18415"
"18416",214.466906592,1,"18416"
"18441",639.18892336918,7,"18441"
"18442",573.1239300502,5,"18442"
"18443",852.6424685176,9,"18443"
"18444",871.1004849523,11,"18444"
"18445",1025.674423205,18,"18445"
"18446",512.134762226,14,"18446"
"18502",214.4669075744,1,"18502"
"18503",214.4669075744,1,"18503"
"18504",931.8941833766,8,"18504"
"18519",648.248389998,6,"18519"
"18520",632.069058154,5,"18520"
"18521",619.5706525021,9,"18521"
"18522",570.4672358931,8,"18522"
"18523",556.3871670131,7,"18523"
"18524",621.0192636031,10,"18524"
"18525",214.4669075747,1,"18525"
"18526",214.4669075747,1,"18526"
"18528",214.4669075697,1,"18528"
"18529",344.9841794744,2,"18529"
"18530",344.9841794744,2,"18530"
"18531",214.4669075697,1,"18531"
"18535",1136.25607419755,14,"18535"
"18536",1344.88163716145,19,"18536"
"18537",1237.44455343085,16,"18537"
"18539",2112.16593276085,25,"18539"
"18540",2112.16593276085,25,"18540"
"18541",1933.8344402073,18,"18541"
"18545",428.933815169,2,"18545"
"18546",428.933815169,2,"18546"
"18547",214.466906592,1,"18547"
"18573",214.4669085717,1,"18573"
"18574",510.1536765803,6,"18574"
"18575",761.4551432426,8,"18575"
"18576",853.0471894591,16,"18576"
"18577",518.060271062,15,"18577"
"18578",512.134762226,14,"18578"
"18633",214.4669075744,1,"18633"
"18634",970.24494528,10,"18634"
"18650",386.777326774,4,"18650"
"18651",456.020144691,5,"18651"
"18652",619.5706525021,9,"18652"
"18653",570.4672358931,8,"18653"
"18654",387.4518989902,5,"18654"
"18655",606.7171134391,9,"18655"
"18656",214.4669075747,1,"18656"
"18659",214.4669075697,1,"18659"
"18660",344.9841794744,2,"18660"
"18661",214.4669075697,1,"18661"
"18666",1109.18602348545,14,"18666"
"18667",1329.50449054045,18,"18667"
"18671",1933.8344402073,18,"18671"
"18676",428.933815169,2,"18676"
"18677",428.933815169,2,"18677"
"18678",214.466906592,1,"18678"
"18704",214.4669085717,1,"18704"
"18705",640.6709494843,7,"18705"
"18706",832.3257164944,13,"18706"
"18707",517.7960881198,14,"18707"
"18708",512.6187546836,15,"18708"
"18709",506.423663369,13,"18709"
"18764",214.4669075744,1,"18764"
"18765",393.4978803335,4,"18765"
"18766",636.5521213503,6,"18766"
"18782",388.621548371,5,"18782"
"18783",602.7167494409,7,"18783"
"18784",586.5374175969,6,"18784"
"18785",387.4518989902,5,"18785"
"18786",573.7133490931,8,"18786"
"18787",428.9338151657,2,"18787"
"18788",214.4669075747,1,"18788"
"18791",377.5622538604,3,"18791"
"18792",344.9841794744,2,"18792"
"18797",1309.76960241535,18,"18797"
"18798",1474.74960256435,20,"18798"
"18799",1176.22761047185,14,"18799"
"18808",428.933815169,2,"18808"
"18809",214.466906592,1,"18809"
"18810",214.466906592,1,"18810"
"18836",432.3401178257,3,"18836"
"18837",761.4551432426,8,"18837"
"18838",511.8705792838,13,"18838"
"18839",388.7732192081,13,"18839"
"18840",512.6187546836,15,"18840"
"18841",491.695823252,12,"18841"
"18895",393.4978803335,4,"18895"
"18896",970.24494528,10,"18896"
"18897",559.4510890621,3,"18897"
"18913",602.7167494409,7,"18913"
"18914",564.2987543249,6,"18914"
"18916",573.7133490931,8,"18916"
"18917",432.3101018561,7,"18917"
"18918",214.4669075747,1,"18918"
"18921",344.9841794744,2,"18921"
"18922",377.5622538604,3,"18922"
"18923",214.4669075697,1,"18923"
"18927",1374.81773623735,21,"18927"
"18928",1507.32767795735,21,"18928"
"18929",1176.22761047185,14,"18929"
"18940",214.466906592,1,"18940"
"18967",510.1536765803,6,"18967"
"18968",581.0242508354,11,"18968"
"18969",371.8313956581,10,"18969"
"18970",383.3317028297,13,"18970"
"18971",506.9076558266,14,"18971"
"18972",487.8850113873,11,"18972"
"19013",457.3823097847,8,"19013"
"19014",406.592868325,5,"19014"
"19026",214.4669075744,1,"19026"
"19027",720.842577978,7,"19027"
"19028",559.4510890621,3,"19028"
"19044",539.5332639519,5,"19044"
"19045",334.024221412,3,"19045"
"19047",636.1866974601,10,"19047"
"19048",252.884902684,2,"19048"
"19049",214.4669075747,1,"19049"
"19050",214.4669075747,1,"19050"
"19053",377.5622538604,3,"19053"
"19054",214.4669075697,1,"19054"
"19058",1217.67032562345,18,"19058"
"19059",1297.41266597445,19,"19059"
"19060",1176.22761047185,14,"19060"
"19061",1075.0584567593,11,"19061"
"19099",510.1536765803,6,"19099"
"19100",377.5424945151,11,"19100"
"19101",363.2254994369,9,"19101"
"19102",383.5647233217,13,"19102"
"19103",506.9076558266,14,"19103"
"19104",214.4669085749,1,"19104"
"19144",466.897363292,11,"19144"
"19145",463.0865514273,10,"19145"
"19146",406.592868325,5,"19146"
"19156",344.9841804854,2,"19156"
"19157",720.842577978,7,"19157"
"19158",672.3288781196,5,"19158"
"19159",559.4510890621,3,"19159"
"19175",287.020067766,2,"19175"
"19176",552.8637459029,7,"19176"
"19177",552.6087692971,9,"19177"
"19178",287.020067766,2,"19178"
"19179",344.9841804797,2,"19179"
"19180",214.4669075747,1,"19180"
"19181",214.4669075769,1,"19181"
"19183",344.9841794744,2,"19183"
"19184",344.9841794744,2,"19184"
"19188",247.0449819537,2,"19188"
"19189",1297.41266597225,19,"19189"
"19190",1293.90782371755,15,"19190"
"19191",1075.0584567593,11,"19191"
"19192",1038.9272692103,10,"19192"
"19230",304.2926652203,6,"19230"
"19231",363.2254994369,9,"19231"
"19232",293.55835444,4,"19232"
"19233",383.5647233217,13,"19233"
"19234",491.695823252,12,"19234"
"19238",374.284040362,3,"19238"
"19239",462.6875256417,9,"19239"
"19240",483.8066560454,11,"19240"
"19275",466.897363292,11,"19275"
"19276",466.897363292,11,"19276"
"19277",466.4983375064,10,"19277"
"19278",544.7710508204,10,"19278"
"19279",515.9794201058,8,"19279"
"19287",214.4669075744,1,"19287"
"19288",729.4484752,8,"19288"
"19289",672.3288781196,5,"19289"
"19290",214.466908587,1,"19290"
"19307",287.020067766,2,"19307"
"19308",505.8595922569,6,"19308"
"19309",552.6087692971,9,"19309"
"19310",214.466908575,1,"19310"
"19311",214.4669075747,1,"19311"
"19313",214.4669075769,1,"19313"
"19314",344.9841794744,2,"19314"
"19315",344.9841794744,2,"19315"
"19316",214.4669075697,1,"19316"
"19319",403.1760703256,4,"19319"
"19320",1364.87786963815,20,"19320"
"19321",1173.12363195155,14,"19321"
"19322",1138.98115859085,13,"19322"
"19323",1051.7643278693,10,"19323"
"19324",953.548654461,8,"19324"
"19361",295.6867689993,5,"19361"
"19362",363.2254994369,9,"19362"
"19363",239.4477264246,2,"19363"
"19364",346.8645736878,9,"19364"
"19365",372.5795710577,12,"19365"
"19366",485.751703903,11,"19366"
"19369",457.3823097847,8,"19369"
"19370",483.8066560454,11,"19370"
"19371",483.8066560454,11,"19371"
"19406",466.897363292,11,"19406"
"19407",466.897363292,11,"19407"
"19408",544.7710508204,10,"19408"
"19409",544.7710508204,10,"19409"
"19410",519.7902319705,9,"19410"
"19411",515.9794201058,8,"19411"
"19417",214.4669075744,1,"19417"
"19418",729.4484752,8,"19418"
"19419",696.0318088533,6,"19419"
"19420",559.4510890621,3,"19420"
"19438",214.466907571,1,"19438"
"19439",567.3366094141,10,"19439"
"19440",383.4021765979,3,"19440"
"19441",214.4669075747,1,"19441"
"19443",214.4669075769,1,"19443"
"19445",344.9841794744,2,"19445"
"19446",214.4669075697,1,"19446"
"19447",214.4669075697,1,"19447"
"19448",214.4669075697,1,"19448"
"19449",214.4669075697,1,"19449"
"19450",478.9561664916,7,"19450"
"19451",1237.77532936155,17,"19451"
"19452",1108.75768332285,13,"19452"
"19453",896.09417118585,10,"19453"
"19454",1074.3328482193,9,"19454"
"19455",837.299540545,6,"19455"
"19456",753.72161138,5,"19456"
