Unique_ID,TREEname,TREEvalue
6732,Rhinoraja_albomaculata,1
6732,Rhinoraja_macloviana,1
6732,Rhinoraja_magellanica,1
6766,Bathyraja_eatonii,1
6766,Bathyraja_irrasa,1
6766,Rhinoraja_murrayi,1
6767,Bathyraja_eatonii,1
6767,Rhinoraja_murrayi,1
6768,Bathyraja_eatonii,1
6792,Bathyraja_shuntovi,1
6792,Brochiraja_asperula,1
6792,Brochiraja_spinifera,1
6792,Zearaja_nasutus,
6793,Bathyraja_shuntovi,1
6793,Brochiraja_asperula,1
6793,Brochiraja_spinifera,1
6795,Bathyraja_shuntovi,1
6857,Amblyraja_doellojuradoi,1
6857,Bathyraja_brachyurops,1
6857,Discopyge_tschudii,1
6857,Rhinoraja_albomaculata,1
6857,Zearaja_chilensis,1
6858,Amblyraja_doellojuradoi,1
6858,Discopyge_tschudii,1
6858,Rhinoraja_albomaculata,1
6858,Rhinoraja_macloviana,1
6859,Amblyraja_doellojuradoi,1
6859,Bathyraja_meridionalis,1
6859,Bathyraja_papilonifera,
6859,Discopyge_tschudii,1
6859,Psammobatis_normani,1
6859,Psammobatis_rudis,1
6859,Rhinoraja_albomaculata,1
6859,Rhinoraja_macloviana,1
6859,Rhinoraja_magellanica,1
6859,Rhinoraja_multispinis,1
6859,Sympterygia_bonapartii,1
6860,Amblyraja_doellojuradoi,1
6860,Bathyraja_brachyurops,1
6860,Bathyraja_griseocauda,1
6860,Bathyraja_meridionalis,1
6860,Bathyraja_papilonifera,
6860,Bathyraja_scaphiops,1
6860,Discopyge_tschudii,1
6860,Psammobatis_normani,1
6860,Psammobatis_rudis,1
6860,Rhinoraja_macloviana,1
6860,Rhinoraja_magellanica,1
6860,Rhinoraja_multispinis,1
6860,Sympterygia_bonapartii,1
6860,Zearaja_chilensis,1
6861,Amblyraja_doellojuradoi,1
6861,Bathyraja_brachyurops,1
6861,Bathyraja_griseocauda,1
6861,Bathyraja_meridionalis,1
6861,Bathyraja_papilonifera,
6861,Bathyraja_scaphiops,1
6861,Discopyge_tschudii,1
6861,Psammobatis_normani,1
6861,Rhinoraja_albomaculata,1
6861,Rhinoraja_macloviana,1
6861,Rhinoraja_magellanica,1
6861,Rhinoraja_multispinis,1
6861,Zearaja_chilensis,1
6862,Amblyraja_doellojuradoi,1
6862,Bathyraja_brachyurops,1
6862,Bathyraja_griseocauda,1
6862,Bathyraja_meridionalis,1
6862,Bathyraja_papilonifera,
6862,Bathyraja_scaphiops,1
6862,Psammobatis_normani,1
6862,Psammobatis_parvacauda,1
6862,Rhinoraja_albomaculata,1
6862,Rhinoraja_macloviana,1
6862,Rhinoraja_magellanica,1
6862,Rhinoraja_multispinis,1
6863,Rhinoraja_albomaculata,1
6895,Bathyraja_eatonii,1
6896,Bathyraja_eatonii,1
6896,Bathyraja_irrasa,1
6896,Rhinoraja_murrayi,1
6898,Bathyraja_eatonii,1
6922,Bathyraja_shuntovi,1
6922,Zearaja_nasutus,
6923,Bathyraja_shuntovi,1
